prompt,label,classname
"A marimba instrument with a set of wooden bars, similar to a xylophone, struck with mallets to produce musical tones.",642,marimba
"A covering mask on the face, often for disguise, protection, or performance purposes.",643,mask
"A short, slender matchstick of wood or cardboard coated with a combustible material, used for lighting fires by striking the tip against a rough surface.",644,matchstick
"A maypole, decorated pole, often erected during spring festivals, around which participants dance and weave ribbons.",645,maypole
A complex maze of paths or passages designed to challenge one's sense of direction and problem-solving skills.,646,maze
"A measuring cup utensil used for measuring the volume of liquid or dry ingredients, typically marked with graduated units of measurement.",647,measuring cup
"A small medicine cabinet, often mounted on a bathroom wall, used for storing medications, toiletries, and other personal care items.",648,medicine cabinet
"A large megalith structure or monument, typically associated with prehistoric cultures, such as Stonehenge.",649,megalith
"A microphone that converts sound waves into electrical signals, used for recording or amplifying audio in various settings, such as music performances or public speaking events.",650,microphone
An microwave oven that uses microwave radiation to heat and cook food quickly and efficiently.,651,microwave oven
"A standardized military uniform worn by members of a country's armed forces, typically designed for durability, functionality, and easy identification.",652,military uniform
"A large milk can container, traditionally used for transporting and storing milk from farms to dairies or other distribution points.",653,milk can
"A small minibus or van, typically used for public transportation or group travel, with a seating capacity for around 8 to 30 passengers.",654,minibus
A short miniskirt with a hemline that typically falls well above the knees.,655,miniskirt
"A minivan of vehicle, smaller than a full-size van, designed for passenger transport, often featuring sliding side doors and flexible seating configurations.",656,minivan
"A self-propelled, guided missile system, designed to deliver an explosive or other payload to a target at a distance.",657,missile
"A mitten of glove with a single, large pocket for the four fingers and a separate compartment for the thumb, designed to keep hands warm in cold weather.",658,mitten
"A large, open-topped mixing bowl used for combining and preparing ingredients in cooking and baking.",659,mixing bowl
"A prefabricated, transportable dwelling mobile home, typically designed for long-term residential use and placed on a permanent foundation.",660,mobile home
"An early, mass-produced ford model t manufactured by the Ford Motor Company from 1908 to 1927, known for its affordability and widespread adoption.",661,ford model t
"A modem that modulates and demodulates analog signals, enabling digital data to be transmitted over communication lines, such as telephone or cable systems.",662,modem
"A religious monastery or building where monks or nuns live and practice their faith, often including living quarters, a church, and other facilities.",663,monastery
"A monitor device, such as a computer screen or television, used for viewing images or video generated by a connected source.",664,monitor
"A lightweight motorized moped, often equipped with pedals for human-powered propulsion, typically featuring a small engine with a displacement of 50cc or less.",665,moped
"A mortar and pestle tool consisting of a bowl (mortar) and a heavy, blunt object (pestle), used for grinding, crushing, or mixing ingredients.",666,mortar and pestle
